,Magid,Patent,Paper Title,1. Assignee-Affiliation overlap,2. Patenting with different org name (if found),3. Author-inventor name overlap,4. Temporal overlap w/ application year,"5. (If no overlap with application year)
Temporal overlap w/ priority application year",6. Content overlap,"Patent-paper pair
(Confidence level 0 to 5)",Note,Incomplete paper title (1/0),No patent ID in Google (1/0),Document type (only if it is not an research article),"Coverage
(2- full, 1- partial, 0- not a PPP)"
102,2040687623,US-6329184,crystal structure of a mammalian purple acid phosphatase,1,,2,1,,3,5,"# All the information matched.
# Both the paper and the patent were about describing the crystal structure of a mammalian purple acid phosphatase.
# The titles are very similar.",0,0,,2
103,2040832161,US-5476720,auger electron and x ray photoelectron spectroscopy of monocrystalline layers of kta1 xnbxo3 grown by liquid phase epitaxy,1,,3,1,,2,3,"# All the information matched. 
# The paper was about the chemical composition of onecertain materialto build a special film, and the patent had built other technologies to help build that film. Therefore, this is deemed as a partial coverage.",0,0,,1
104,2042395977,US-8588497,a dynamic reconstruction approach for cerebral blood flow quantification with an interventional c arm ct,1,,1,1,,1,1,"# All the information matched.
# The paper was about how to quantify cerebral blood flow through dynamic reconstruction approach, but the patent was about the numerical methods for correctong artifacts in CT. The technology was adopted to examine the first results of the paper, but the paper was not where they came up with this technomogy.",0,0,,0
105,2043229976,US-6037330,sucrose permeability a novel means of detecting gastroduodenal damage noninvasively,1,,2,1,,1,1,"# All the information matched.
# Both the paper and the paper were about detecting gastrointestinal damage, but the paper and the patent were using totally different composition to achieve that.",0,0,,0
106,2043624979,US-8326387,influence of starting solution composition on superconducting properties of ybco coated conductors by advanced tfa mod process,1,,3,1,,3,5,"# All the information matched.
# The paper and the patent were both about the superconductivity properties of one certain composition. The diagram illustrating the composition is the same as the idea expressed in the paper and the formaluas were very similar.",0,0,,2
107,2046327331,US-6936435,regulation of quorum sensing in vibrio harveyi by luxo and sigma 54,1,,1,1,,2,3,"# All the information matched.
# The paper and the patent were both about the autoinducers and luminescence genes, But the paper was mostly about the mechanism for quorum sensing in the bacterium, while the patent utilized one of the autoinducers to regulate the the bacterial pathogenesis. Therefore, this is considered as a partial coverage.",0,0,,1
108,2046609279,US-6221591,chitotriosidase a chitinase and the 39 kda human cartilage glycoprotein a chitin binding lectin are homologues of family 18 glycosyl hydrolases secreted by human macrophages,1,,2,1,,2,3,"# All the information matched. 
# The paper and the patent were both about chitotriosidase genes, but the paper were more about the biochemical properties of 39-kDa glycoprotein while the paptent was about how a defect in the chitotriosidase gene would be a risk factor for infection. Some linkage was dranw but would only be counted as partial coverage.",0,0,,1
109,2046819587,US-5495222,generation of highly uniform fields with permanent magnets invited,1,,1,1,,1,1,"# All the information matched.
# Although the paper and the patent were both about the generation of highly uniform fields with permanent magnets, the author made it clear that the paper served as an invited literature review of the recent development. No novel theories or technologies were developed by the author in that paper.",0,0,,0
110,2048014609,US-5597781,bulk superconductivity at 120 k in the tl ca ba cu o system,1,,6,1,,2,3,"# All the  information matched.
# Both the patent and the letter were about superconductivity under certain temperature.
# The authors published many paper in the same field using the same composition methodology with variation in components and ratios. The patent was about a family of different superconductivity materials in this way, and the paper is a substantial yet not unique one of the patent. Hence it is considered as a partial coverage.",0,0,This is a scientific letter.,1
111,2048618309,US-7647370,phase competition in the undercooled hypoperitectic ti47al53 alloy,0,0,0,1,,0,0,"# The authors do not match at all, so this is a bad match.
# The paper was in material science where the patent is about info science.",0,0,,0
112,2049375628,FR-2703694-A1,zn al matrix composites investigation of the thermal expansion creep resistance and fracture toughness,1,,1,1,,2,4,"# All the information matched.
# The paper and the patent were both about the composite and manufacture of zinc-based alloy, and how to create a fiber structure to give the alloy more desirable properties.
# The paper was more about zin-aluminum alloy while the patent was expanded to zinc-based alloy. Some minor differences were found, but the general technology and idea were the same.",0,0,,2
113,2049672724,US-7973939,analog differential phase detection in optical coherence reflectometer,0,0,2,1,,2,4,"# All the information matched.
# Both the paper and the patent were about developing differential phase optical apparata, and the image demonstrating the mechanism in the paper was also used in the patent.
# The author owned the patent himself.",0,0,,2
114,2050526040,US-6051559,molecular and biochemical characterization of dnos a drosophila ca2 calmodulin dependent nitric oxide synthase,1,,1,1,,1,3,"# All the information matched. 
# Both the paper and the patent was about isolating and coloning genes, but the patent covers a broader scope of investigation. Therefore, it is only counted as a partial coverage.",0,0,,1
115,2052823926,US-4506388,polarisation maintaining single mode fibre cable design,0,0,1,1,,3,4,"# Both the paper ad the patent were about optical transmission in a random polarization state.
# All the information matched.
# The abstract of the paper was vague and did not covered all the topics discusses in the paper. There is no public access to the full text of the paper, but a simple conjecture is that the majority of content would be the same since the core technologies were the same, hence only counting off 1 score.",0,0,,2
116,2056307257,US-9429564,demonstration that methadone is being present in the exhaled breath aerosol fraction,0,0,2,1,,1,1,"# All the information matched.
# While both the paper and the patent were about detecting certain chemical compound in the exhaled aerosol, the paper was not where the author developed this technology. The author made it clear that this is only a demonstration of the filtering technology, and the paper mentioned the paper where the author came up with this technology.",0,0,,0
117,2057383436,US-4391494,optics in the model 900 projection stepper,0,0,2,1,,0,0,"# There were no traces online that the author was ever affiliated with the assignee company. He was previously a college professor and now the CEO of a tech consulting company.
# The paper was merely a brief introduction and an advertisement of a new optical device. No technologies were developed there.",0,0,,0
